,petal.length,petal.width,sepal.length,sepal.width,Labels
41,-1.39706395353637,-1.183812110717441,-1.6276883929597556,-1.743356843132208,1
42,-1.39706395353637,-1.3154442950077423,-1.7488562634034095,0.3284140531956782,1
43,-1.22655167279556,-0.7889155578465382,-1.0218490407414849,1.0190043519716394,1
44,-1.0560393920547504,-1.05217992642714,-0.9006811702978312,1.709594650747601,1
45,-1.3402265266227666,-1.183812110717441,-1.2641847816287934,-0.13197947932163007,1
46,-1.22655167279556,-1.3154442950077423,-0.9006811702978312,1.709594650747601,1
47,-1.3402265266227666,-1.3154442950077423,-1.506520522516102,0.3284140531956782,1
48,-1.2833890997091635,-1.3154442950077423,-0.6583454294105227,1.4793978844889477,1
49,-1.3402265266227666,-1.3154442950077423,-1.0218490407414849,0.5586108194543313,1
50,0.5354085615261415,0.2641419164758696,1.4015083681315983,0.3284140531956782,0
51,0.42173370769893476,0.3957741007661707,0.6745011454696737,0.3284140531956782,0
52,0.649083415353348,0.3957741007661707,1.2803404976879444,0.09821728693702406,0
53,0.1375465731309184,0.1325097321855688,-0.4160096885232141,-1.743356843132208,0
54,0.47857113461253786,0.3957741007661707,0.7956690159133274,-0.5923730118389383,0
55,0.42173370769893476,0.1325097321855688,-0.1736739476359056,-0.5923730118389383,0
56,0.5354085615261415,0.5274062850564718,0.5533332750260189,0.5586108194543313,0
57,-0.26031541526430463,-0.2623868206853342,-1.1430169111851387,-1.5131600768735538,0
58,0.47857113461253786,0.1325097321855688,0.9168368863569811,-0.36217624558028416,0
59,0.08070914621731508,0.2641419164758696,-0.7795132998541764,-0.8225697780975915,0
60,-0.14664056143709797,-0.2623868206853342,-1.0218490407414849,-2.433947141908169,0
61,0.25122142695812505,0.3957741007661707,0.06866179325140291,-0.13197947932163007,0
62,0.1375465731309184,-0.2623868206853342,0.18982966369505663,-1.973553609390861,0
63,0.5354085615261415,0.2641419164758696,0.3109975341387104,-0.36217624558028416,0
64,-0.08980313452349464,0.1325097321855688,-0.2948418180795604,-0.36217624558028416,0
65,0.3648962807853317,0.2641419164758696,1.0380047568006359,0.09821728693702406,0
66,0.42173370769893476,0.3957741007661707,-0.2948418180795604,-0.13197947932163007,0
67,0.19438400004452147,-0.2623868206853342,-0.052506077192251886,-0.8225697780975915,0
68,0.42173370769893476,0.3957741007661707,0.4321654045823652,-1.973553609390861,0
69,0.08070914621731508,-0.13075463639503312,-0.2948418180795604,-1.2829633106148997,0
70,0.5922459884397445,0.7906706536370738,0.06866179325140291,0.3284140531956782,0
71,0.1375465731309184,0.1325097321855688,0.3109975341387104,-0.5923730118389383,0
72,0.649083415353348,0.3957741007661707,0.5533332750260189,-1.2829633106148997,0
73,0.5354085615261415,0.0008775478952676997,0.3109975341387104,-0.5923730118389383,0
74,0.3080588538717281,0.1325097321855688,0.6745011454696737,-0.36217624558028416,0
75,0.3648962807853317,0.2641419164758696,0.9168368863569811,-0.13197947932163007,0
76,0.5922459884397445,0.2641419164758696,1.1591726272442897,-0.5923730118389383,0
77,0.7059208422669512,0.6590384693467727,1.0380047568006359,-0.13197947932163007,0
78,0.42173370769893476,0.3957741007661707,0.18982966369505663,-0.36217624558028416,0
79,-0.14664056143709797,-0.2623868206853342,-0.1736739476359056,-1.0527665443562455,0
80,0.023871719303711757,-0.13075463639503312,-0.4160096885232141,-1.5131600768735538,0
81,-0.032965707609891315,-0.2623868206853342,-0.4160096885232141,-1.5131600768735538,0
82,0.08070914621731508,0.0008775478952676997,-0.052506077192251886,-0.8225697780975915,0
83,0.7627582691805542,0.5274062850564718,0.18982966369505663,-0.8225697780975915,0
84,0.42173370769893476,0.3957741007661707,-0.5371775589668679,-0.13197947932163007,0
85,0.42173370769893476,0.5274062850564718,0.18982966369505663,0.7888075857129854,0
86,0.5354085615261415,0.3957741007661707,1.0380047568006359,0.09821728693702406,0
87,0.3648962807853317,0.1325097321855688,0.5533332750260189,-1.743356843132208,0
88,0.19438400004452147,0.1325097321855688,-0.2948418180795604,-0.13197947932163007,0
89,0.1375465731309184,0.1325097321855688,-0.4160096885232141,-1.2829633106148997,0
90,0.3648962807853317,0.0008775478952676997,-0.4160096885232141,-1.0527665443562455,0
91,0.47857113461253786,0.2641419164758696,0.3109975341387104,-0.13197947932163007,0
92,0.1375465731309184,0.0008775478952676997,-0.052506077192251886,-1.0527665443562455,0
93,-0.26031541526430463,-0.2623868206853342,-1.0218490407414849,-1.743356843132208,0
94,0.25122142695812505,0.1325097321855688,-0.2948418180795604,-0.8225697780975915,0
95,0.25122142695812505,0.0008775478952676997,-0.1736739476359056,-0.13197947932163007,0
96,0.25122142695812505,0.1325097321855688,-0.1736739476359056,-0.36217624558028416,0
97,0.3080588538717281,0.1325097321855688,0.4321654045823652,-0.36217624558028416,0
98,-0.43082769600511434,-0.13075463639503312,-0.9006811702978312,-1.2829633106148997,0
99,0.19438400004452147,0.1325097321855688,-0.1736739476359056,-0.5923730118389383,0
100,1.274295111402984,1.7120959436691805,0.5533332750260189,0.5586108194543313,0
101,0.7627582691805542,0.9223028379273746,-0.052506077192251886,-0.8225697780975915,0
102,1.2174576844893807,1.1855672065079768,1.522676238575252,-0.13197947932163007,0
103,1.0469454037485706,0.7906706536370738,0.5533332750260189,-0.36217624558028416,0
104,1.1606202575757771,1.317199390798278,0.7956690159133274,-0.13197947932163007,0
105,1.6153196728846033,1.1855672065079768,2.1285155907935227,-0.13197947932163007,2
106,0.42173370769893476,0.6590384693467727,-1.1430169111851387,-1.2829633106148997,0
107,1.4448073921437936,0.7906706536370738,1.7650119794625605,-0.36217624558028416,0
108,1.1606202575757771,0.7906706536370738,1.0380047568006359,-1.2829633106148997,0
109,1.3311325383165868,1.7120959436691805,1.6438441090189067,1.2492011182302936,2
110,0.7627582691805542,1.0539350222176758,0.7956690159133274,0.3284140531956782,0
111,0.8764331230077609,0.9223028379273746,0.6745011454696737,-0.8225697780975915,0
112,0.9901079768349675,1.1855672065079768,1.1591726272442897,-0.13197947932163007,0
113,0.7059208422669512,1.0539350222176758,-0.1736739476359056,-1.2829633106148997,0
114,0.7627582691805542,1.5804637593788795,-0.052506077192251886,-0.5923730118389383,0
115,0.8764331230077609,1.4488315750885783,0.6745011454696737,0.3284140531956782,0
116,0.9901079768349675,0.7906706536370738,0.7956690159133274,-0.13197947932163007,0
117,1.672157099798207,1.317199390798278,2.2496834612371774,1.709594650747601,2
118,1.7858319536254135,1.4488315750885783,2.2496834612371774,-1.0527665443562455,0
119,0.7059208422669512,0.3957741007661707,0.18982966369505663,-1.973553609390861,0
120,1.1037828306621742,1.4488315750885783,1.2803404976879444,0.3284140531956782,0
121,0.649083415353348,1.0539350222176758,-0.2948418180795604,-0.5923730118389383,0
122,1.672157099798207,1.0539350222176758,2.2496834612371774,-0.5923730118389383,2
123,0.649083415353348,0.7906706536370738,0.5533332750260189,-0.8225697780975915,0
124,1.1037828306621742,1.1855672065079768,1.0380047568006359,0.5586108194543313,0
125,1.274295111402984,0.7906706536370738,1.6438441090189067,0.3284140531956782,2
126,0.5922459884397445,0.7906706536370738,0.4321654045823652,-0.5923730118389383,0
127,0.649083415353348,0.7906706536370738,0.3109975341387104,-0.13197947932163007,0
128,1.0469454037485706,1.1855672065079768,0.6745011454696737,-0.5923730118389383,0
129,1.1606202575757771,0.5274062850564718,1.6438441090189067,-0.13197947932163007,0
130,1.3311325383165868,0.9223028379273746,1.8861798499062152,-0.5923730118389383,0
131,1.5016448190573972,1.0539350222176758,2.492019202124486,1.709594650747601,2
132,1.0469454037485706,1.317199390798278,0.6745011454696737,-0.5923730118389383,0
133,0.7627582691805542,0.3957741007661707,0.5533332750260189,-0.5923730118389383,0
134,1.0469454037485706,0.2641419164758696,0.3109975341387104,-1.0527665443562455,0
135,1.3311325383165868,1.4488315750885783,2.2496834612371774,-0.13197947932163007,2
136,1.0469454037485706,1.5804637593788795,0.5533332750260189,0.7888075857129854,0
137,0.9901079768349675,0.7906706536370738,0.6745011454696737,0.09821728693702406,0
138,0.5922459884397445,0.7906706536370738,0.18982966369505663,-0.13197947932163007,0
139,0.9332705499213644,1.1855672065079768,1.2803404976879444,0.09821728693702406,0
140,1.0469454037485706,1.5804637593788795,1.0380047568006359,0.09821728693702406,0
141,0.7627582691805542,1.4488315750885783,1.2803404976879444,0.09821728693702406,0
142,0.7627582691805542,0.9223028379273746,-0.052506077192251886,-0.8225697780975915,0
143,1.2174576844893807,1.4488315750885783,1.1591726272442897,0.3284140531956782,0
144,1.1037828306621742,1.7120959436691805,1.0380047568006359,0.5586108194543313,2
145,0.8195956960941578,1.4488315750885783,1.0380047568006359,-0.13197947932163007,0
146,0.7059208422669512,0.9223028379273746,0.5533332750260189,-1.2829633106148997,0
147,0.8195956960941578,1.0539350222176758,0.7956690159133274,-0.13197947932163007,0
148,0.9332705499213644,1.4488315750885783,0.4321654045823652,0.7888075857129854,0
149,0.7627582691805542,0.7906706536370738,0.06866179325140291,-0.13197947932163007,0
