,petal_length,petal_width,sepal_length,sepal_width,species,Labels
126,0.5921615308747477,0.7905907930498339,0.4321654045823547,-0.5877635314354183,8.065490087349327e-09,0
127,0.6490272348640003,0.7905907930498339,0.3109975341387031,-0.1249576011713098,8.065490087349327e-09,0
128,1.0470871627887661,1.1850097031079552,0.6745011454696567,-0.5877635314354183,8.065490087349327e-09,0
129,1.160818570767271,0.5276448530110865,1.6438441090188638,-0.1249576011713098,8.065490087349327e-09,0
130,1.3314156827350279,0.9220637630692075,1.886179849906166,-0.5877635314354183,8.065490087349327e-09,0
131,1.502012794702785,1.0535367330885812,2.4920192021244203,1.726266119885122,8.065490087349327e-09,2
132,1.0470871627887661,1.316482673127329,0.6745011454696567,-0.5877635314354183,8.065490087349327e-09,0
133,0.7627586428425046,0.3961718829917127,0.5533332750260052,-0.5877635314354183,8.065490087349327e-09,0
134,1.0470871627887661,0.26469891297233883,0.3109975341387031,-1.0505694616995256,8.065490087349327e-09,0
135,1.3314156827350279,1.4479556431467022,2.2496834612371184,-0.1249576011713098,8.065490087349327e-09,2
136,1.0470871627887661,1.579428613166076,0.5533332750260052,0.800654259356906,8.065490087349327e-09,0
137,0.9902214587995141,0.7905907930498339,0.6745011454696567,0.10644536396074443,8.065490087349327e-09,0
138,0.5921615308747477,0.7905907930498339,0.18982966369505264,-0.1249576011713098,8.065490087349327e-09,0
139,0.9333557548102619,1.1850097031079552,1.2803404976879114,0.10644536396074443,8.065490087349327e-09,0
140,1.0470871627887661,1.579428613166076,1.0380047568006092,0.10644536396074443,8.065490087349327e-09,0
141,0.7627586428425046,1.4479556431467022,1.2803404976879114,0.10644536396074443,8.065490087349327e-09,0
142,0.7627586428425046,0.9220637630692075,-0.0525060771922494,-0.8191664965674714,8.065490087349327e-09,0
143,1.2176842747565235,1.4479556431467022,1.1591726272442597,0.33784832909279866,8.065490087349327e-09,0
144,1.1039528667780187,1.71090158318545,1.0380047568006092,0.5692512942248519,8.065490087349327e-09,2
145,0.8196243468317572,1.4479556431467022,1.0380047568006092,-0.1249576011713098,8.065490087349327e-09,0
146,0.7058929388532524,0.9220637630692075,0.5533332750260052,-1.28197242683158,8.065490087349327e-09,0
147,0.8196243468317572,1.0535367330885812,0.7956690159133072,-0.1249576011713098,8.065490087349327e-09,0
148,0.9333557548102619,1.4479556431467022,0.4321654045823547,0.800654259356906,8.065490087349327e-09,0
149,0.7627586428425046,0.7905907930498339,0.06866179325140216,-0.1249576011713098,8.065490087349327e-09,0
