,DYRK1A_N;ITSN1_N;BDNF_N;NR1_N;NR2A_N;pAKT_N;pBRAF_N;pCAMKII_N;pCREB_N;pELK_N;pERK_N;pJNK_N;PKCA_N;pMEK_N;pNR1_N;pNR2A_N;pNR2B_N;pPKCAB_N;pRSK_N;AKT_N;BRAF_N;CAMKII_N;CREB_N;ELK_N;ERK_N;GSK3B_N;JNK_N;MEK_N;TRKA_N;RSK_N;APP_N;Bcatenin_N;SOD1_N;MTOR_N;P38_N;pMTOR_N;DSCR1_N;AMPKA_N;NR2B_N;pNUMB_N;RAPTOR_N;TIAM1_N;pP70S6_N;NUMB_N;P70S6_N;pGSK3B_N;pPKCG_N;CDK5_N;S6_N;ADARB1_N;AcetylH3K9_N;RRP1_N;BAX_N;ARC_N;ERBB4_N;nNOS_N;Tau_N;GFAP_N;GluR3_N;GluR4_N;IL1B_N;P3525_N;pCASP9_N;PSD95_N;SNCA_N;Ubiquitin_N;pGSK3B_Tyr216_N;SHH_N;pS6_N;SYP_N;CaNA_N;Genotype;Treatment,Labels
234,-10.072802534544207,0
235,-10.072802534544207,0
236,-10.072802534544207,0
237,-10.072802534544207,0
238,-10.072802534544207,0
239,-10.072802534544207,0
240,-10.072802534544207,0
241,-10.072802534544207,0
242,-10.072802534544207,0
243,-10.072802534544207,0
244,-10.072802534544207,0
245,-10.072802534544207,0
246,-10.072802534544207,0
247,-10.072802534544207,0
248,-10.072802534544207,0
249,-10.072802534544207,0
250,-10.072802534544207,0
251,-10.072802534544207,0
252,-10.072802534544207,0
253,-10.072802534544207,0
254,-10.072802534544207,0
255,-10.072802534544207,0
256,-10.072802534544207,0
257,-10.072802534544207,0
258,-10.072802534544207,0
259,-10.072802534544207,0
260,-10.072802534544207,0
261,-10.072802534544207,0
262,-10.072802534544207,0
263,-10.072802534544207,0
264,-10.072802534544207,0
265,-10.072802534544207,0
266,-10.072802534544207,0
267,-10.072802534544207,0
268,-10.072802534544207,0
269,-10.072802534544207,0
270,-10.072802534544207,0
271,-10.072802534544207,0
272,-10.072802534544207,0
273,-10.072802534544207,0
274,-10.072802534544207,0
275,-10.072802534544207,0
276,-10.072802534544207,0
277,-10.072802534544207,0
278,-10.072802534544207,0
279,-10.072802534544207,0
280,-10.072802534544207,0
281,-10.072802534544207,0
282,-10.072802534544207,0
283,-10.072802534544207,0
284,-10.072802534544207,0
285,-10.072802534544207,0
286,-10.072802534544207,0
287,-10.072802534544207,0
288,-10.072802534544207,0
289,-10.072802534544207,0
290,-10.072802534544207,0
291,-10.072802534544207,0
292,-10.072802534544207,0
293,-10.072802534544207,0
294,-10.072802534544207,0
295,-10.072802534544207,0
296,-10.072802534544207,0
297,-10.072802534544207,0
298,-10.072802534544207,0
299,-10.072802534544207,0
300,-10.072802534544207,0
301,-10.072802534544207,0
302,-10.072802534544207,0
303,-10.072802534544207,0
304,-10.072802534544207,0
305,-10.072802534544207,0
306,-10.072802534544207,0
307,-10.072802534544207,0
308,-10.072802534544207,0
309,-10.072802534544207,0
310,-10.072802534544207,0
311,-10.072802534544207,0
312,-10.072802534544207,0
313,-10.072802534544207,0
314,-10.072802534544207,0
315,-10.072802534544207,0
316,-10.072802534544207,0
317,-10.072802534544207,0
318,-10.072802534544207,0
319,-10.072802534544207,0
320,-10.072802534544207,0
321,-10.072802534544207,0
322,-10.072802534544207,0
323,-10.072802534544207,0
324,-10.072802534544207,0
325,-10.072802534544207,0
326,-10.072802534544207,0
327,-10.072802534544207,0
328,-10.072802534544207,0
329,-10.072802534544207,0
330,-10.072802534544207,0
331,-10.072802534544207,0
332,-10.072802534544207,0
333,-10.072802534544207,0
334,-10.072802534544207,0
335,-10.072802534544207,0
336,-10.072802534544207,0
337,-10.072802534544207,0
338,-10.072802534544207,0
339,-10.072802534544207,0
340,-10.072802534544207,0
341,-10.072802534544207,0
342,-10.072802534544207,0
343,-10.072802534544207,0
344,-10.072802534544207,0
345,-10.072802534544207,0
346,-10.072802534544207,0
347,-10.072802534544207,0
348,-10.072802534544207,0
349,-10.072802534544207,0
350,-10.072802534544207,0
351,-10.072802534544207,0
352,-10.072802534544207,0
353,-10.072802534544207,0
354,-10.072802534544207,0
355,-10.072802534544207,0
356,-10.072802534544207,0
357,-10.072802534544207,0
358,-10.072802534544207,0
359,-10.072802534544207,0
360,-10.072802534544207,0
361,-10.072802534544207,0
362,-10.072802534544207,0
363,-10.072802534544207,0
364,-10.072802534544207,0
365,-10.072802534544207,0
366,-10.072802534544207,0
367,-10.072802534544207,0
368,-10.072802534544207,0
369,-10.072802534544207,0
370,-10.072802534544207,0
371,-10.072802534544207,0
372,-10.072802534544207,0
373,-10.072802534544207,0
374,-10.072802534544207,0
375,-10.072802534544207,0
376,-10.072802534544207,0
377,-10.072802534544207,0
378,-10.072802534544207,0
379,-10.072802534544207,0
380,-10.072802534544207,0
381,-10.072802534544207,0
382,-10.072802534544207,0
383,-10.072802534544207,0
384,-10.072802534544207,0
385,-10.072802534544207,0
386,-10.072802534544207,0
387,-10.072802534544207,0
388,-10.072802534544207,0
389,-10.072802534544207,0
390,-10.072802534544207,0
391,-10.072802534544207,0
392,-10.072802534544207,0
393,-10.072802534544207,0
394,-10.072802534544207,0
395,-10.072802534544207,0
396,-10.072802534544207,0
397,-10.072802534544207,0
398,-10.072802534544207,0
399,-10.072802534544207,0
400,-10.072802534544207,0
401,-10.072802534544207,0
402,-10.072802534544207,0
403,-10.072802534544207,0
404,-10.072802534544207,0
405,-10.072802534544207,0
406,-10.072802534544207,0
407,-10.072802534544207,0
408,-10.072802534544207,0
409,-10.072802534544207,0
410,-10.072802534544207,0
411,-10.072802534544207,0
412,-10.072802534544207,0
413,-10.072802534544207,0
414,-10.072802534544207,0
415,-10.072802534544207,0
416,-10.072802534544207,0
417,-10.072802534544207,0
418,-10.072802534544207,0
419,-10.072802534544207,0
420,-10.072802534544207,0
421,-10.072802534544207,0
422,-10.072802534544207,0
423,-10.072802534544207,0
424,-10.072802534544207,0
425,-10.072802534544207,0
426,-10.072802534544207,0
427,-10.072802534544207,0
428,-10.072802534544207,0
429,-10.072802534544207,0
430,-10.072802534544207,0
431,-10.072802534544207,0
432,-10.072802534544207,0
433,-10.072802534544207,0
434,-10.072802534544207,0
435,-10.072802534544207,0
436,-10.072802534544207,0
437,-10.072802534544207,0
438,-10.072802534544207,0
439,-10.072802534544207,0
440,-10.072802534544207,0
441,-10.072802534544207,0
442,-10.072802534544207,0
443,-10.072802534544207,0
444,-10.072802534544207,0
445,-10.072802534544207,0
446,-10.072802534544207,0
447,-10.072802534544207,0
448,-10.072802534544207,0
449,-10.072802534544207,0
450,-10.072802534544207,0
451,-10.072802534544207,0
452,-10.072802534544207,0
453,-10.072802534544207,0
454,-10.072802534544207,0
455,-10.072802534544207,0
456,-10.072802534544207,0
457,-10.072802534544207,0
458,-10.072802534544207,0
459,-10.072802534544207,0
460,-10.072802534544207,0
461,-10.072802534544207,0
462,-10.072802534544207,0
463,-10.072802534544207,0
464,-10.072802534544207,0
465,-10.072802534544207,0
466,-10.072802534544207,0
467,-10.072802534544207,0
468,-10.072802534544207,0
469,-10.072802534544207,0
470,-10.072802534544207,0
471,-10.072802534544207,0
472,-10.072802534544207,0
473,-10.072802534544207,0
474,-10.072802534544207,0
475,-10.072802534544207,0
476,-10.072802534544207,0
477,-10.072802534544207,0
478,-10.072802534544207,0
479,-10.072802534544207,0
480,-10.072802534544207,0
481,-10.072802534544207,0
482,-10.072802534544207,0
483,-10.072802534544207,0
484,-10.072802534544207,0
485,-10.072802534544207,0
486,-10.072802534544207,0
487,-10.072802534544207,0
488,-10.072802534544207,0
489,-10.072802534544207,0
490,-10.072802534544207,0
491,-10.072802534544207,0
492,-10.072802534544207,0
493,-10.072802534544207,0
494,-10.072802534544207,0
495,-10.072802534544207,0
496,-10.072802534544207,0
497,-10.072802534544207,0
498,-10.072802534544207,0
499,-10.072802534544207,0
500,-10.072802534544207,0
501,-10.072802534544207,0
502,-10.072802534544207,0
503,-10.072802534544207,0
504,-10.072802534544207,0
505,-10.072802534544207,0
506,-10.072802534544207,0
507,-10.072802534544207,0
508,-10.072802534544207,0
509,-10.072802534544207,0
510,-10.072802534544207,0
511,-10.072802534544207,0
512,-10.072802534544207,0
513,-10.072802534544207,0
514,-10.072802534544207,0
515,-10.072802534544207,0
516,-10.072802534544207,0
517,-10.072802534544207,0
518,-10.072802534544207,0
519,-10.072802534544207,0
520,-10.072802534544207,0
521,-10.072802534544207,0
522,-10.072802534544207,0
523,-10.072802534544207,0
524,-10.072802534544207,0
525,-10.072802534544207,0
526,-10.072802534544207,0
527,-10.072802534544207,0
528,-10.072802534544207,0
529,-10.072802534544207,0
530,-10.072802534544207,0
531,-10.072802534544207,0
532,-10.072802534544207,0
533,-10.072802534544207,0
534,-10.072802534544207,0
535,-10.072802534544207,0
536,-10.072802534544207,0
537,-10.072802534544207,0
538,-10.072802534544207,0
539,-10.072802534544207,0
540,-10.072802534544207,0
541,-10.072802534544207,0
542,-10.072802534544207,0
543,-10.072802534544207,0
544,-10.072802534544207,0
545,-10.072802534544207,0
546,-10.072802534544207,0
547,-10.072802534544207,0
548,-10.072802534544207,0
549,-10.072802534544207,0
550,-10.072802534544207,0
551,-10.072802534544207,0
552,-10.072802534544207,0
553,-10.072802534544207,0
554,-10.072802534544207,0
555,-10.072802534544207,0
556,-10.072802534544207,0
557,-10.072802534544207,0
558,-10.072802534544207,0
559,-10.072802534544207,0
560,-10.072802534544207,0
561,-10.072802534544207,0
562,-10.072802534544207,0
563,-10.072802534544207,0
564,-10.072802534544207,0
565,-10.072802534544207,0
566,-10.072802534544207,0
567,-10.072802534544207,0
568,-10.072802534544207,0
569,-10.072802534544207,0
570,-10.072802534544207,0
571,-10.072802534544207,0
572,-10.072802534544207,0
573,-10.072802534544207,0
574,-10.072802534544207,0
575,-10.072802534544207,0
576,-10.072802534544207,0
577,-10.072802534544207,0
578,-10.072802534544207,0
579,-10.072802534544207,0
580,-10.072802534544207,0
581,-10.072802534544207,0
582,-10.072802534544207,0
583,-10.072802534544207,0
584,-10.072802534544207,0
585,-10.072802534544207,0
586,-10.072802534544207,0
587,-10.072802534544207,0
588,-10.072802534544207,0
589,-10.072802534544207,0
590,-10.072802534544207,0
591,-10.072802534544207,0
592,-10.072802534544207,0
593,-10.072802534544207,0
594,-10.072802534544207,0
595,-10.072802534544207,0
596,-10.072802534544207,0
597,-10.072802534544207,0
598,-10.072802534544207,0
599,-10.072802534544207,0
600,-10.072802534544207,0
601,-10.072802534544207,0
602,-10.072802534544207,0
603,-10.072802534544207,0
604,-10.072802534544207,0
605,-10.072802534544207,0
606,-10.072802534544207,0
607,-10.072802534544207,0
608,-10.072802534544207,0
609,-10.072802534544207,0
610,-10.072802534544207,0
611,-10.072802534544207,0
612,-10.072802534544207,0
613,-10.072802534544207,0
614,-10.072802534544207,0
615,-10.072802534544207,0
616,-10.072802534544207,0
617,-10.072802534544207,0
618,-10.072802534544207,0
619,-10.072802534544207,0
620,-10.072802534544207,0
621,-10.072802534544207,0
622,-10.072802534544207,0
623,-10.072802534544207,0
624,-10.072802534544207,0
625,-10.072802534544207,0
626,-10.072802534544207,0
627,-10.072802534544207,0
628,-10.072802534544207,0
629,-10.072802534544207,0
630,-10.072802534544207,0
631,-10.072802534544207,0
632,-10.072802534544207,0
633,-10.072802534544207,0
634,-10.072802534544207,0
635,-10.072802534544207,0
636,-10.072802534544207,0
637,-10.072802534544207,0
638,-10.072802534544207,0
639,-10.072802534544207,0
640,-10.072802534544207,0
641,-10.072802534544207,0
642,-10.072802534544207,0
643,-10.072802534544207,0
644,-10.072802534544207,0
645,-10.072802534544207,0
646,-10.072802534544207,0
647,-10.072802534544207,0
648,-10.072802534544207,0
649,-10.072802534544207,0
650,-10.072802534544207,0
651,-10.072802534544207,0
652,-10.072802534544207,0
653,-10.072802534544207,0
654,-10.072802534544207,0
655,-10.072802534544207,0
656,-10.072802534544207,0
657,-10.072802534544207,0
658,-10.072802534544207,0
659,-10.072802534544207,0
660,-10.072802534544207,0
661,-10.072802534544207,0
662,-10.072802534544207,0
663,-10.072802534544207,0
664,-10.072802534544207,0
665,-10.072802534544207,0
666,-10.072802534544207,0
667,-10.072802534544207,0
668,-10.072802534544207,0
669,-10.072802534544207,0
670,-10.072802534544207,0
671,-10.072802534544207,0
672,-10.072802534544207,0
673,-10.072802534544207,0
674,-10.072802534544207,0
675,-10.072802534544207,0
676,-10.072802534544207,0
677,-10.072802534544207,0
678,-10.072802534544207,0
679,-10.072802534544207,0
680,-10.072802534544207,0
681,-10.072802534544207,0
682,-10.072802534544207,0
683,-10.072802534544207,0
684,-10.072802534544207,0
685,-10.072802534544207,0
686,-10.072802534544207,0
687,-10.072802534544207,0
688,-10.072802534544207,0
689,-10.072802534544207,0
690,-10.072802534544207,0
691,-10.072802534544207,0
692,-10.072802534544207,0
693,-10.072802534544207,0
694,-10.072802534544207,0
695,-10.072802534544207,0
696,-10.072802534544207,0
697,-10.072802534544207,0
698,-10.072802534544207,0
699,-10.072802534544207,0
700,-10.072802534544207,0
701,-10.072802534544207,0
702,-10.072802534544207,0
703,-10.072802534544207,0
704,-10.072802534544207,0
705,-10.072802534544207,0
706,-10.072802534544207,0
707,-10.072802534544207,0
708,-10.072802534544207,0
709,-10.072802534544207,0
710,-10.072802534544207,0
711,-10.072802534544207,0
712,-10.072802534544207,0
713,-10.072802534544207,0
714,-10.072802534544207,0
715,-10.072802534544207,0
716,-10.072802534544207,0
717,-10.072802534544207,0
718,-10.072802534544207,0
719,-10.072802534544207,0
720,-10.072802534544207,0
721,-10.072802534544207,0
722,-10.072802534544207,0
723,-10.072802534544207,0
724,-10.072802534544207,0
725,-10.072802534544207,0
726,-10.072802534544207,0
727,-10.072802534544207,0
728,-10.072802534544207,0
729,-10.072802534544207,0
730,-10.072802534544207,0
731,-10.072802534544207,0
732,-10.072802534544207,0
733,-10.072802534544207,0
734,-10.072802534544207,0
735,-10.072802534544207,0
736,-10.072802534544207,0
737,-10.072802534544207,0
738,-10.072802534544207,0
739,-10.072802534544207,0
740,-10.072802534544207,0
741,-10.072802534544207,0
742,-10.072802534544207,0
743,-10.072802534544207,0
744,-10.072802534544207,0
745,-10.072802534544207,0
746,-10.072802534544207,0
747,-10.072802534544207,0
748,-10.072802534544207,0
749,-10.072802534544207,0
750,-10.072802534544207,0
751,-10.072802534544207,0
752,-10.072802534544207,0
753,-10.072802534544207,0
754,-10.072802534544207,0
755,-10.072802534544207,0
756,-10.072802534544207,0
757,-10.072802534544207,0
758,-10.072802534544207,0
759,-10.072802534544207,0
760,-10.072802534544207,0
761,-10.072802534544207,0
762,-10.072802534544207,0
763,-10.072802534544207,0
764,-10.072802534544207,0
765,-10.072802534544207,0
766,-10.072802534544207,0
767,-10.072802534544207,0
768,-10.072802534544207,0
769,-10.072802534544207,0
770,-10.072802534544207,0
771,-10.072802534544207,0
772,-10.072802534544207,0
773,-10.072802534544207,0
774,-10.072802534544207,0
775,-10.072802534544207,0
776,-10.072802534544207,0
777,-10.072802534544207,0
778,-10.072802534544207,0
779,-10.072802534544207,0
780,-10.072802534544207,0
781,-10.072802534544207,0
782,-10.072802534544207,0
783,-10.072802534544207,0
784,-10.072802534544207,0
785,-10.072802534544207,0
786,-10.072802534544207,0
787,-10.072802534544207,0
788,-10.072802534544207,0
789,-10.072802534544207,0
790,-10.072802534544207,0
791,-10.072802534544207,0
792,-10.072802534544207,0
793,-10.072802534544207,0
794,-10.072802534544207,0
795,-10.072802534544207,0
796,-10.072802534544207,0
797,-10.072802534544207,0
798,-10.072802534544207,0
799,-10.072802534544207,0
800,-10.072802534544207,0
801,-10.072802534544207,0
802,-10.072802534544207,0
803,-10.072802534544207,0
804,-10.072802534544207,0
805,-10.072802534544207,0
806,-10.072802534544207,0
807,-10.072802534544207,0
808,-10.072802534544207,0
809,-10.072802534544207,0
810,-10.072802534544207,0
811,-10.072802534544207,0
812,-10.072802534544207,0
813,-10.072802534544207,0
814,-10.072802534544207,0
815,-10.072802534544207,0
816,-10.072802534544207,0
817,-10.072802534544207,0
818,-10.072802534544207,0
819,-10.072802534544207,0
820,-10.072802534544207,0
821,-10.072802534544207,0
822,-10.072802534544207,0
823,-10.072802534544207,0
824,-10.072802534544207,0
825,-10.072802534544207,0
826,-10.072802534544207,0
827,-10.072802534544207,0
828,-10.072802534544207,0
829,-10.072802534544207,0
830,-10.072802534544207,0
831,-10.072802534544207,0
832,-10.072802534544207,0
833,-10.072802534544207,0
834,-10.072802534544207,0
835,-10.072802534544207,0
836,-10.072802534544207,0
837,-10.072802534544207,0
838,-10.072802534544207,0
839,-10.072802534544207,0
840,-10.072802534544207,0
841,-10.072802534544207,0
842,-10.072802534544207,0
843,-10.072802534544207,0
844,-10.072802534544207,0
845,-10.072802534544207,0
846,-10.072802534544207,0
847,-10.072802534544207,0
848,-10.072802534544207,0
849,-10.072802534544207,0
850,-10.072802534544207,0
851,-10.072802534544207,0
852,-10.072802534544207,0
853,-10.072802534544207,0
854,-10.072802534544207,0
855,-10.072802534544207,0
856,-10.072802534544207,0
857,-10.072802534544207,0
858,-10.072802534544207,0
859,-10.072802534544207,0
860,-10.072802534544207,0
861,-10.072802534544207,0
862,-10.072802534544207,0
863,-10.072802534544207,0
864,-10.072802534544207,0
865,-10.072802534544207,0
866,-10.072802534544207,0
867,-10.072802534544207,0
868,-10.072802534544207,0
869,-10.072802534544207,0
870,-10.072802534544207,0
871,-10.072802534544207,0
872,-10.072802534544207,0
873,-10.072802534544207,0
874,-10.072802534544207,0
875,-10.072802534544207,0
876,-10.072802534544207,0
877,-10.072802534544207,0
878,-10.072802534544207,0
879,-10.072802534544207,0
880,-10.072802534544207,0
881,-10.072802534544207,0
882,-10.072802534544207,0
883,-10.072802534544207,0
884,-10.072802534544207,0
885,-10.072802534544207,0
886,-10.072802534544207,0
887,-10.072802534544207,0
888,-10.072802534544207,0
889,-10.072802534544207,0
890,-10.072802534544207,0
891,-10.072802534544207,0
892,-10.072802534544207,0
893,-10.072802534544207,0
894,-10.072802534544207,0
895,-10.072802534544207,0
896,-10.072802534544207,0
897,-10.072802534544207,0
898,-10.072802534544207,0
899,-10.072802534544207,0
900,-10.072802534544207,0
901,-10.072802534544207,0
902,-10.072802534544207,0
903,-10.072802534544207,0
904,-10.072802534544207,0
905,-10.072802534544207,0
906,-10.072802534544207,0
907,-10.072802534544207,0
908,-10.072802534544207,0
909,-10.072802534544207,0
910,-10.072802534544207,0
911,-10.072802534544207,0
912,-10.072802534544207,0
913,-10.072802534544207,0
914,-10.072802534544207,0
915,-10.072802534544207,0
916,-10.072802534544207,0
917,-10.072802534544207,0
918,-10.072802534544207,0
919,-10.072802534544207,0
920,-10.072802534544207,0
921,-10.072802534544207,0
922,-10.072802534544207,0
923,-10.072802534544207,0
924,-10.072802534544207,0
925,-10.072802534544207,0
926,-10.072802534544207,0
927,-10.072802534544207,0
928,-10.072802534544207,0
929,-10.072802534544207,0
930,-10.072802534544207,0
931,-10.072802534544207,0
932,-10.072802534544207,0
933,-10.072802534544207,0
934,-10.072802534544207,0
935,-10.072802534544207,0
936,-10.072802534544207,0
937,-10.072802534544207,0
938,-10.072802534544207,0
939,-10.072802534544207,0
940,-10.072802534544207,0
941,-10.072802534544207,0
942,-10.072802534544207,0
943,-10.072802534544207,0
944,-10.072802534544207,0
945,-10.072802534544207,0
946,-10.072802534544207,0
947,-10.072802534544207,0
948,-10.072802534544207,0
949,-10.072802534544207,0
950,-10.072802534544207,0
951,-10.072802534544207,0
952,-10.072802534544207,0
953,-10.072802534544207,0
954,-10.072802534544207,0
955,-10.072802534544207,0
956,-10.072802534544207,0
957,-10.072802534544207,0
958,-10.072802534544207,0
959,-10.072802534544207,0
960,-10.072802534544207,0
961,-10.072802534544207,0
962,-10.072802534544207,0
963,-10.072802534544207,0
964,-10.072802534544207,0
965,-10.072802534544207,0
966,-10.072802534544207,0
967,-10.072802534544207,0
968,-10.072802534544207,0
969,-10.072802534544207,0
970,-10.072802534544207,0
971,-10.072802534544207,0
972,-10.072802534544207,0
973,-10.072802534544207,0
974,-10.072802534544207,0
975,-10.072802534544207,0
976,-10.072802534544207,0
977,-10.072802534544207,0
978,-10.072802534544207,0
979,-10.072802534544207,0
980,-10.072802534544207,0
981,-10.072802534544207,0
982,-10.072802534544207,0
983,-10.072802534544207,0
984,-10.072802534544207,0
985,-10.072802534544207,0
986,-10.072802534544207,0
987,-10.072802534544207,0
988,-10.072802534544207,0
989,-10.072802534544207,0
990,-10.072802534544207,0
991,-10.072802534544207,0
992,-10.072802534544207,0
993,-10.072802534544207,0
994,-10.072802534544207,0
